node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
188,2,0,-0.9213047389164445,-1,0.2921189278022285,0.5598144314345783,-0.948866345680144,0,0,0.0,0.0,0.0,11.0,0.3285163428029909,0.0,0.0,0.0,11.0,-0.9213047389164445,-1,2,0.5598144314345783
189,4,0,-0.9446666229928455,-1,0.3478113450699361,0.6185347750632113,-0.9539223194441652,0,0,0.0,0.0,0.0,11.0,0.38382964227742555,0.0,0.0,0.0,11.0,-0.9446666229928455,-1,4,0.6185347750632113
190,5,0,0.989069259920018,1,0.7052420910633439,0.97370659723529,0.9621783671252795,0,0,0.0,0.0,0.0,10.0,0.551186528592837,0.0,0.0,0.0,10.0,0.989069259920018,1,5,0.97370659723529
191,4,0,0.11439521463580801,1,0.3981207773586388,0.695539398776154,0.2248802637623411,0,0,0.0,0.0,0.0,11.0,0.43471501438132426,0.0,0.0,0.0,11.0,0.11439521463580801,1,4,0.695539398776154
192,5,0,-0.9333067711382278,-1,0.6116299217035401,0.9269779530221242,-0.9515278946954141,0,0,0.0,0.0,0.0,11.0,0.5616693672347711,0.0,0.0,0.0,11.0,-0.9333067711382278,-1,5,0.9269779530221242
193,3,0,0.34412266096010263,1,0.7138457783934435,1.0,0.5968535816928098,1,1,0.0,0.0,0.0,11.0,0.5452044584676885,0.0,0.0,0.0,11.0,0.34412266096010263,1,3,1.0
194,5,0,-0.9097681838935016,-1,0.2466468001550253,0.5294405400963651,-0.9462264629505797,0,0,0.0,0.0,0.0,10.5,0.3645837364272629,0.0,0.0,0.0,10.5,-0.9097681838935016,-1,5,0.5294405400963651
195,3,0,-0.918824978868358,-1,0.6590146431068258,1.0,-0.9482989560242016,1,1,0.0,0.0,0.0,11.0,0.5186546052105948,0.0,0.0,0.0,11.0,-0.918824978868358,-1,3,1.0
196,0,0,0.2246324517202946,1,0.38459927982741804,0.546328186590401,0.4212945676251662,0,0,0.0,0.0,0.0,5.0,0.28091221685542217,0.0,0.0,0.0,5.0,0.2246324517202946,1,0,0.546328186590401
197,5,0,-0.9490419486234968,-1,0.3299734185104256,0.599839549239213,-0.9548641958584038,0,0,0.0,0.0,0.0,10.0,0.38610598590802847,0.0,0.0,0.0,10.0,-0.9490419486234968,-1,5,0.599839549239213
198,2,0,0.18417945010056747,1,0.6133408714717834,0.9761055570123012,0.3525554260107084,1,1,0.0,0.0,0.0,10.0,0.46036029419393887,0.0,0.0,0.0,10.0,0.18417945010056747,1,2,0.9761055570123012
199,3,0,0.680987255182548,1,0.7458779736399404,1.0,0.8768502342150226,1,1,0.0,0.0,0.0,5.0,0.5504179383152993,0.0,0.0,0.0,5.0,0.680987255182548,1,3,1.0
200,2,0,0.20913019730559484,1,0.3770115252274373,0.7191100103624658,0.39546389683326894,1,1,0.0,0.0,0.0,9.0,0.334333615779801,0.0,0.0,0.0,9.0,0.20913019730559484,1,2,0.7191100103624658
201,1,0,-0.924321034101491,-1,0.5413002832305915,0.8494715524787061,-0.9496767887597656,0,0,0.0,0.0,0.0,9.5,0.4537322476146025,0.0,0.0,0.0,9.5,-0.924321034101491,-1,1,0.8494715524787061
202,1,0,-0.928443994527703,-1,0.3739004683096949,0.6445623781206116,-0.9505044697556108,0,0,0.0,0.0,0.0,10.5,0.3417031104023091,0.0,0.0,0.0,10.5,-0.928443994527703,-1,1,0.6445623781206116
203,3,0,-0.9248095000580887,-1,0.5325713514358568,0.8152449192509639,-0.9496987722429397,0,0,0.0,0.0,0.0,10.5,0.4643687697732346,0.0,0.0,0.0,10.5,-0.9248095000580887,-1,3,0.8152449192509639
204,4,0,-0.916709529203373,-1,0.5731172183926043,0.8379987218186733,-0.9479055824722331,0,0,0.0,0.0,0.0,10.0,0.47650163234862497,0.0,0.0,0.0,10.0,-0.916709529203373,-1,4,0.8379987218186733
205,3,0,-0.9203466717595579,-1,0.566201233274108,0.8754320841016111,-0.9486478543257633,0,0,0.0,0.0,0.0,11.0,0.5093175809296906,0.0,0.0,0.0,11.0,-0.9203466717595579,-1,3,0.8754320841016111
206,1,0,0.32070900437609834,1,0.5741278217856476,1.0,0.5658642852630394,1,1,0.0,0.0,0.0,10.5,0.4933220958903637,0.0,0.0,0.0,10.5,0.32070900437609834,1,1,1.0
207,4,0,-0.9646241022820689,-1,0.28104787533051445,0.5468239092044398,-0.9578851474283543,0,0,0.0,0.0,0.0,10.0,0.3507458867831618,0.0,0.0,0.0,10.0,-0.9646241022820689,-1,4,0.5468239092044398
208,1,0,0.32590125084199434,1,0.6161242817520318,1.0,0.572882148023371,1,1,0.0,0.0,0.0,10.5,0.4789057137482775,0.0,0.0,0.0,10.5,0.32590125084199434,1,1,1.0
209,3,0,-0.9201618447042282,-1,0.604850213828134,0.9197398001431334,-0.9486498424852051,0,0,0.0,0.0,0.0,10.5,0.5330286114868467,0.0,0.0,0.0,10.5,-0.9201618447042282,-1,3,0.9197398001431334
